线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded
2,0,0,345.924,30,134,140876,298843,-1,427819,Suspected Lost,Call,-80575,261.21,Miscellaneous Goods,0,B,Receiver,9.84407652,0.992862238,0.365597969,0.846456499,157.08,104.12999999999997,6,0,14,1,0,0.6629106187507693,2,253.6208830022075,201.40018504811252
2,0,0,87.79,253,150,215795,443012,-1,6083,未知,Internal Software,-46964,595.17,Pharmaceuticals,1,B,Consigner,76.97051339,0.995643091,14.09622829,0.940392166,493.37,101.79999999999995,0,2,15,0,0,0.20633601556222833,2,334.46513157894736,287.33791383219955
2,1,1,123.99,95,242,178599,73090,-1,427842,Pickup Error,Call,48617,137.46,Dried Groceries,0,C,Consigner,4.901055518,0.951510102,0.0,0.994126638,70.63,66.83000000000001,4,0,5,0,2,0.9461984990873289,2,260.56041860465115,202.15432713754646
2,0,0,222.947,90,123,219953,271897,-1,427842,Pickup Error,Call,-70120,1974.23,Household Goods,-1,Not Known,Staff,33.7598571,0.993686716,7.614173214,0.91271256,1187.25,786.98,4,0,11,2,0,0.6628595493732335,2,324.8530396475771,279.5726457399103
2,0,0,69.103,1,222,201458,336205,-1,-553,Pickup Error,Call,112136,103.4,Electronic Product,-1,B,Receiver,10.79643163,0.995489232,25.52067248,0.969196001,55.26,48.14000000000001,4,0,6,1,3,0.8711545420066679,2,253.6208830022075,318.4479782608696
2,0,0,176.895,162,343,182022,300000,1,427789,未知,Call,617729082,1033.8,Miscellaneous Goods,0,C,Consigner,25.11062047,0.996571704,13.21517613,0.992735433,188.34,845.4599999999999,0,0,14,0,6,4.489009238372676,2,305.00610738255034,286.16632158590306
2,0,0,15.988,200,227,164164,182407,-1,427704,未知,Call,989923,107.58,Furniture,-1,C,Receiver,1.340338321,0.999844834,19.99189245,0.93598516,64.9,42.67999999999999,0,0,8,1,6,0.6576271185427384,2,260.9699097065463,314.3277728285078
2,1,1,29.706,225,2,210966,56127,-1,427862,未知,Vendor Consultation,657035,298.05,Furniture,-1,C,Receiver,2.727902344,0.984671578,1.634097188,0.997590919,231.34,66.71000000000001,0,6,8,1,6,0.28836344772679334,2,281.3449339207049,245.60125827814568
2,0,0,4.061,164,134,93217,201110,-1,57332,未知,Internal Software,210091,256.76,Appliances,-1,B,Consigner,13.41459447,0.939029572,1.952758918,0.901950167,36.82,219.94,0,2,2,0,4,5.97338402879593,2,267.9104805491991,245.60125827814568
2,0,0,72.483,1,117,223753,351452,-1,427707,Suspected Lost,Vendor Consultation,96190,208.05,Jewelry,0,B,Consigner,57.46119956,0.973445098,2.381516454,0.993906185,41.11,166.94,6,6,12,0,3,4.060812453402868,2,307.8155714285714,245.60125827814568
2,0,0,55.005,42,211,203501,167763,-1,22799,未知,Call,-81565,154.09,Miscellaneous Goods,-1,C,Receiver,23.47620595,0.817323433,47.84224843,0.989655334,79.63,74.46000000000001,0,0,14,1,0,0.9350747204652677,2,304.66995485327317,364.60314814814814
6,1,0,301.693,6,13,227346,26955,-1,427768,未知,Mini Program,1316277,713.45,Jewelry,-1,B,Consigner,41.05704656,0.911190484,209.8501052,0.958863553,383.41,330.04,0,4,12,0,6,0.8608017526704884,2,328.3355605381166,433.8183518930958
2,0,0,11.811,268,179,19232,394815,-1,427860,Damage,Call,130625,101.2,Jewelry,-1,C,Consigner,0.731348542,0.997046638,23.89294211,0.981096774,61.68,39.52,1,0,12,0,3,0.6407263293384037,2,245.51171296296295,317.04852422907487
2,0,0,1136.597,89,142,184092,384363,-1,427797,Damage,Call,-63886,1254.22,Miscellaneous Goods,-1,C,Consigner,3.141616802,0.994152325,47.50511738,0.997738304,675.74,578.48,1,0,14,0,0,0.856068902227838,2,264.9222453703704,364.60314814814814
2,1,0,205.305,2,125,37498,4751,-1,132895,未知,,357144,177.83,Hardware,0,C,Receiver,62.1072871,0.945167308,25.28389066,0.889898752,74.38,103.45000000000002,0,5,9,1,5,1.3908308683260517,2,313.9089870689655,310.10277777777776
2,0,0,23.329,146,88,115369,284294,-1,427835,未知,Call,882507,111.84,Home Improvement and Building Material,0,B,Receiver,1.897936349,0.991301946,0.286528963,0.946647774,2.53,109.31,0,0,10,1,6,25.0,2,258.57897379912663,210.74114498141265
2,0,0,1358.485,132,219,44729,384363,-1,-127521,Damage,Call,1907047,1450.34,Alcohol,-1,B,Consigner,218.2925829,0.625145733,39.61727242,0.984247729,617.28,833.06,1,0,0,0,6,1.349565837199495,2,369.7758093126386,317.36376106194695
2,0,0,1.418,220,14,183889,236634,-1,427784,未知,Call,-81374,131.86,Miscellaneous Goods,0,B,Consigner,12.00486736,0.995919156,11.51574695,0.999992103,25.37,106.49000000000001,0,0,14,0,0,4.197477333781049,2,272.02233409610983,268.2698901098901
2,0,0,799.739,49,125,199232,103537,-1,-9489,Damage,Call,100199,743.32,Beauty & Daily Essentials,0,B,Consigner,49.47609462,0.981635199,43.006215,0.925383132,257.54,485.78000000000003,1,0,3,0,3,1.886231264972966,2,352.01026666666667,325.4023214285714
2,1,0,40.151,151,33,173857,177473,-1,109742,Pickup Error,Call,49254,2201.57,Hardware,0,B,Unknown,5.606679061,0.999985243,22.32628934,0.999574298,833.81,1367.7600000000002,4,0,9,3,2,1.6403737062203578,2,260.56041860465115,332.48595348837205
2,0,0,942.003,1,249,205460,304090,-1,-38309,Pickup Error,Call,1239589,1373.57,Dried Groceries,0,B,Consigner,63.26657089,0.999697533,40.92654558,0.99999752,1116.11,257.46000000000004,4,0,5,0,6,0.23067618782888186,2,314.9283900226758,321.7201149425287
2,0,1,318.851,25,94,189029,232286,-1,427848,Pickup Error,Call,3644042,149.25,Furniture,0,B,Consigner,34.54731513,0.998099019,31.2115887,0.970317155,85.28,63.97,4,0,8,0,6,0.7501172607000332,2,319.19109619686805,329.1931956521739
2,0,0,433.275,200,39,97270,290534,-1,427813,未知,Internal Software,-75209,193.49,Alcohol,0,B,Consigner,53.37058103,0.966004172,42.02473919,0.978252299,55.41,138.08,0,2,0,0,0,2.4919689582219875,2,314.9283900226758,321.7201149425287
2,0,0,24.942,151,178,189073,87468,-1,427863,未知,,383918,104.81,Jewelry,-1,C,Receiver,61.42965345,0.994241533,32.52287416,0.988149269,30.41,74.4,0,5,12,1,5,2.446563629580216,2,312.5505,326.47143167028196
3,1,0,183.492,55,244,184209,221853,-1,182183,Damage,Call,5000,560.3,Miscellaneous Goods,-1,B,Consigner,31.87272835,0.996959479,7.26484468,0.988417574,191.42,368.88,1,0,14,0,2,1.9270713613035695,2,319.19109619686805,275.80718681318683
2,0,0,50.574,194,188,142860,343424,-1,427844,Pickup Error,Call,-55146,153.43,Documents & Bills,0,Staff,Consigner,16.33686528,0.943667278,13.37112037,0.969742146,49.44,103.99000000000001,4,0,4,0,0,2.1033576047525573,2,298.27488372093023,281.7043973214286
2,0,0,110.889,142,46,183889,258079,-1,427754,Damage,Internal Software,101,1098.55,Miscellaneous Goods,0,B,Consigner,37.16216893,0.982124481,21.96215005,0.996052421,653.76,444.78999999999996,1,2,14,0,2,0.6803567058143606,2,318.4882365591398,322.6695936794583
3,0,0,172.966,127,105,197553,209648,-1,-43630,Pickup Error,Internal Software,964238,100.14,Miscellaneous Goods,0,C,Consigner,48.48503083,0.995541962,16.65886136,0.95154684,80.66,19.480000000000004,4,2,14,0,6,0.2415075625785387,2,352.05103896103896,287.0893805309734
2,1,0,171.209,55,200,107831,203256,-1,427797,Pickup Error,Call,97835,1399.45,Household Goods,0,C,Consigner,130.1568658,0.996645515,4.834962447,0.97737045,701.11,698.34,4,0,11,0,3,0.9960491220921674,2,380.5321590909091,260.77156950672645
2,0,0,82.691,25,268,42471,300000,-1,427790,Damage,Internal Software,28395228,2502.69,Miscellaneous Goods,-1,C,Consigner,97.3791824,0.928448048,27.19954815,0.993320221,351.36,2151.33,1,2,14,0,6,6.122865436984207,2,372.19349344978167,318.4479782608696
3,0,0,111.671,291,133,15877,202493,-1,427843,未知,Internal Software,-78787,188.57,Jewelry,0,B,Staff,24.41575355,0.971966799,0.0,0.951589023,103.76,84.80999999999999,0,2,12,2,0,0.8173670006922351,2,320.29383219954644,201.40018504811252
2,0,0,46.006,145,218,201588,127398,-1,427860,Damage,Call,-16335,508.25,Dried Groceries,0,C,Consigner,0.0,0.987920524,0.595569634,0.999544496,231.38,276.87,1,0,5,0,0,1.1966029906994293,2,232.9513195201745,205.40083146067414
1,0,0,0.0,74,55,120054,213282,-1,427175,未知,Call,-49609,693.48,Miscellaneous Goods,0,C,Receiver,0.913709748,0.976994532,0.788425969,0.986094934,246.11,447.37,0,0,14,1,0,1.8177644142124347,2,240.51343115124152,260.81859956236326
2,1,0,5.797,3,1,147363,431627,-1,427785,未知,Vendor Consultation,-65416,110.61,Pharmaceuticals,-1,B,Consigner,0.989707814,0.963231889,1.067817132,0.953356985,31.35,79.25999999999999,0,6,15,0,0,2.528229664265317,2,243.63325991189427,261.6411061946903
2,1,0,22.599,24,15,69891,248685,-1,427792,Suspected Lost,Call,-81443,110.88,Dried Groceries,0,C,Consigner,0.0,0.985291183,16.80808859,0.973348466,19.5,91.38,6,0,5,0,0,4.68615384375069,2,232.9513195201745,275.3200457665904
2,0,0,19.325,262,0,184034,441221,-1,427726,Damage,Internal Software,136420,241.96,Beauty & Daily Essentials,-1,B,Consigner,5.23213524,0.99666457,12.84343363,0.992617446,136.2,105.76000000000002,1,2,3,0,3,0.7765051394437222,2,260.56041860465115,286.16632158590306
5,0,0,1519.075,132,3,94674,231074,-1,-59756,Suspected Lost,Internal Software,50355,299.42,Jewelry,0,B,Receiver,21.90635446,0.968223762,6.488766303,0.998487201,102.45,196.97000000000003,6,2,12,1,2,1.922596388294525,2,313.76289760348584,285.8858536585366
2,0,0,619.718,0,104,130131,396336,-1,-44772,Suspected Lost,Call,252394,116.93,Hardware,0,C,Receiver,1.155865814,0.821766477,3.744159709,0.990751494,56.62,60.31000000000001,6,0,9,1,4,1.065171317367508,2,243.63325991189427,241.10457274826788
5,0,0,564.699,318,94,98547,222713,-1,427819,Suspected Lost,Call,903154,150.27,Maternity & Baby Products,0,B,Consigner,10.76793753,0.993492453,10.0917651,0.874561835,15.34,134.93,6,0,13,0,6,8.795958273275126,2,259.5580044345898,269.37060324825984
2,0,0,43.905,26,151,183889,440584,-1,427839,Pickup Error,Internal Software,592698,295.46,Appliances,0,C,Consigner,3.76216348,0.989287116,8.953588165,0.957572947,75.09,220.36999999999998,4,2,2,0,5,2.934744972308597,2,260.07479820627805,276.2683820224719
2,0,0,495.376,152,189,227346,281679,-1,427847,Suspected Lost,Vendor Consultation,315776,173.44,Miscellaneous Goods,-1,B,Consigner,44.66762249,0.985425911,57.15557803,0.881578833,148.79,24.650000000000006,6,6,14,0,5,0.16566973585821163,2,352.05103896103896,368.0050669642857
2,0,0,829.235,42,46,64893,398416,-1,427858,未知,Internal Software,-61518,2036.21,Miscellaneous Goods,-1,B,Consigner,61.86153184,0.965984985,23.7898352,0.995850931,628.39,1407.8200000000002,0,2,14,0,0,2.240360285774116,2,307.8155714285714,332.48595348837205
3,1,0,126.212,137,125,93648,61464,-1,-97495,Pickup Error,Call,-44969,540.66,Hardware,0,B,Consigner,15.89507819,0.985364829,62.86102566,0.975257194,489.73,50.92999999999995,4,0,9,0,0,0.10399607947023867,2,282.20390928725703,367.7097959183673
2,0,1,728.705,25,179,42333,67913,-1,427754,未知,Call,604010,816.48,Pharmaceuticals,0,B,Receiver,106.7304982,0.997464972,39.2310591,0.896423894,304.69,511.79,0,0,15,1,5,1.679707243372618,2,358.28946902654866,319.2254565701559
2,0,0,38.005,112,125,208677,232726,-1,88897,Damage,Internal Software,12895,1396.41,Hardware,-1,B,Consigner,29.74387887,0.917113446,0.0,0.942868095,384.42,1011.99,1,2,9,0,2,2.63251131567992,2,305.00610738255034,202.15432713754646
2,0,0,1307.241,25,0,198779,319683,-1,-51413,Damage,Call,1534407,1286.98,Household Goods,-1,B,Unknown,132.2186226,0.894449384,153.0886002,0.948968745,394.7,892.28,1,0,11,3,6,2.2606536609510854,2,369.7758093126386,420.1927850877193
2,0,0,12.061,102,3,46844,197570,-1,427838,Suspected Lost,Vendor Consultation,-79901,144.15,Jewelry,0,Not Known,Receiver,21.54752518,0.981607856,51.86245475,0.970121959,70.39,73.76,6,6,12,1,0,1.0478761186180032,2,320.29383219954644,359.5141019955654
2,0,0,105.017,2,24,205637,351760,-1,-13112,未知,Call,912874,634.79,Appliances,0,B,Unknown,18.53151974,0.989027476,12.67085748,0.899005651,22.48,612.31,0,0,2,3,6,25.0,2,255.68091503267974,291.00650234741784
2,0,0,232.191,181,101,227346,299662,-1,427817,未知,Call,975641,695.81,Miscellaneous Goods,-1,B,Consigner,89.59256315,0.999306412,31.51430197,0.982229067,271.37,424.43999999999994,0,0,14,0,6,1.5640638242412914,2,378.5232175925926,329.1931956521739
2,1,0,19.094,222,198,146108,29139,-1,427750,Pickup Error,Call,-46981,918.07,Miscellaneous Goods,0,Not Known,Staff,29.28415092,0.95954413,7.353771523,0.980491526,209.91,708.1600000000001,4,0,14,2,0,3.3736363201670416,2,299.41616438356164,286.6511990950226
2,0,0,249.183,207,106,212637,300000,-1,427864,未知,Call,320128925,2648.81,Fresh,-1,B,Unknown,19.10056598,0.999339875,168.5732221,0.99260684,683.04,1965.77,0,0,7,3,6,2.877972007453766,1,263.94968397291194,420.1927850877193
2,0,0,27.029,233,155,153738,143787,-1,427759,Pickup Error,Internal Software,-77463,996.49,Documents & Bills,-1,B,Receiver,0.0,0.988545935,0.0,0.984568318,287.12,709.37,4,2,4,1,0,2.4706394538008274,2,231.20324660633486,203.0566087613293
2,0,0,422.407,268,107,15877,254357,-1,-173850,Pickup Error,Call,239132,609.16,Jewelry,1,Not Known,Consigner,10.65037253,0.991359666,3.747799853,0.974689853,324.1,285.05999999999995,4,0,12,0,4,0.8795433507905106,2,256.57645454545457,242.46427917620136
5,0,0,150.109,151,151,151972,218975,-1,427858,Damage,Call,274345,1011.95,Jewelry,0,B,Receiver,21.5102648,0.997708258,11.98230925,0.981659268,580.42,431.5300000000001,1,0,12,1,5,0.7434788601229546,2,315.07662895927604,281.7043973214286
2,0,0,0.162,0,7,227346,24847,-1,17104,Suspected Lost,Vendor Consultation,138018,681.33,Alcohol,0,B,Consigner,0.0,0.926639559,0.0,0.992052939,245.82,435.51000000000005,6,6,0,0,3,1.7716621917756221,2,234.50764254385965,202.15432713754646
2,0,0,362.065,22,55,45995,67661,-1,427828,Damage,Internal Software,-16570,1571.63,Furniture,-1,C,Consigner,8.140681898,0.962496728,39.86968156,0.926342693,465.03,1106.6000000000001,1,2,8,0,0,2.379631421577541,2,244.91458797327394,321.7201149425287
2,1,0,44.091,25,151,203694,158971,-1,-98040,未知,Call,11438,478.62,Pharmaceuticals,-1,B,Consigner,102.8985798,0.929756447,1.668696121,0.890831684,377.98,100.63999999999999,0,0,15,0,2,0.26625747393337584,2,372.19349344978167,237.6909409190372
2,0,0,8.732,222,100,172808,325932,-1,427863,未知,Call,15378,194.06,Fresh,-1,B,Receiver,7.728440968,0.99594252,3.361907353,0.905227195,71.87,122.19,0,0,7,1,2,1.7001530538889449,1,266.89086363636363,245.12169230769229
3,0,0,2.339,155,137,147127,291738,-1,-26727,未知,Internal Software,-74470,102.47,Hardware,0,B,Consigner,0.182833633,0.887290367,0.0,0.974840499,23.59,78.88,0,2,9,0,0,3.3437897399983934,2,240.5930162412993,210.74114498141265
2,0,0,41.67,55,0,198546,2930,-1,132200,Pickup Error,Internal Software,699051,477.11,Miscellaneous Goods,-1,C,Consigner,8.107240525,0.97531937,25.61915989,0.922442533,278.87,198.24,4,2,14,0,6,0.7108688636027228,2,269.19758314855875,310.10277777777776
2,0,0,195.733,178,235,90812,306420,-1,427863,未知,Mini Program,988797,664.66,Miscellaneous Goods,0,B,Receiver,10.91945431,0.994190113,28.82682813,0.829141573,166.99,497.66999999999996,0,4,14,1,6,2.9802383374465387,2,275.0112253829322,310.10277777777776
2,1,0,48.949,87,192,167044,298826,-1,-100818,Suspected Lost,Call,822062,149.44,Beauty & Daily Essentials,0,B,Receiver,37.60329263,0.997125955,52.76465223,0.999516054,23.32,126.12,6,0,3,1,6,5.408233273838665,2,325.8836017897092,357.2380984340045
7,0,0,1355.061,41,3,210418,151772,-1,427707,Suspected Lost,Internal Software,-70606,769.82,Home Improvement and Building Material,-1,C,Consigner,34.78571821,0.980357969,0.701966307,0.987857294,77.84,691.98,6,2,10,0,0,8.889773894027522,2,332.51145833333334,261.6411061946903
2,1,0,614.014,200,229,68967,341805,-1,427864,Damage,Call,-70213,182.61,Furniture,0,B,Consigner,44.59990744,0.994294172,71.1232138,0.970906565,128.81,53.80000000000001,1,0,8,0,0,0.4176694355704007,2,337.5425900900901,372.08395089285716
2,1,0,173.328,222,104,14084,7751,-1,427845,未知,Call,228666,749.66,Furniture,0,C,Consigner,8.950135951,0.997314557,7.428762019,0.974784366,226.16,523.5,0,0,8,0,4,2.3147329323348633,2,250.27369020501138,285.8858536585366
2,1,0,45.151,219,246,227346,300000,-1,-188762,Suspected Lost,Call,108101052,1034.01,Pharmaceuticals,0,C,Consigner,23.13673602,0.995232927,0.0,0.983882065,186.79,847.22,6,0,15,0,6,4.535681781437139,2,320.29383219954644,201.40018504811252
2,0,0,13.387,97,27,223242,217310,-1,427856,Damage,Call,172063,136.48,Home Improvement and Building Material,-1,C,Consigner,16.02910736,0.99917315,0.0,0.918815646,116.89,19.58999999999999,1,0,10,0,3,0.16759346392611904,2,285.9059367945824,205.40083146067414
2,0,0,987.792,108,185,138872,312594,-1,427687,Pickup Error,Call,53725,642.71,Home Improvement and Building Material,0,B,Consigner,43.70292855,0.891088795,16.37294266,0.905895142,427.36,215.35000000000002,4,0,10,0,2,0.5039077124554496,2,335.2251025056948,275.3200457665904
2,1,0,321.818,142,25,211843,426417,-1,427804,Suspected Lost,Call,-80941,582.61,Jewelry,-1,C,Receiver,11.66626837,0.986886289,123.3692645,0.88222131,146.88,435.73,6,0,12,1,0,2.966571350560555,2,277.79844097995544,434.3305803571429
2,0,0,110.111,117,1,80347,250178,-1,427797,未知,Vendor Consultation,74798,1005.95,Home Improvement and Building Material,0,C,Receiver,152.608015,0.975408693,86.36108239,0.986707044,509.83,496.12000000000006,0,6,10,1,2,0.9731086832674989,2,369.7758093126386,372.08395089285716
2,0,0,378.5,151,5,118572,314497,-1,-128296,未知,Call,691989,1055.09,Hardware,0,Not Known,Consigner,6.944054309,0.941577926,24.98890867,0.914236491,647.4,407.68999999999994,0,0,9,0,6,0.6297343218932694,2,266.89086363636363,335.7952115812917
2,0,0,766.083,318,2,14084,15885,-1,427860,未知,Call,98344,1101.38,Alcohol,-1,C,Receiver,143.3603881,0.891887834,35.47669852,0.958309967,784.95,316.43000000000006,0,0,0,1,3,0.40312121790683336,2,365.18678651685394,313.47682134570766
2,0,0,13.381,176,129,196670,261436,-1,427861,未知,Internal Software,47073,437.18,Electronic Product,0,B,Consigner,53.08230615,0.998328581,23.58905273,0.999875057,103.32,333.86,0,2,6,0,2,3.2313201700318124,2,307.8155714285714,332.48595348837205
2,0,0,5.44,146,222,74389,449417,-1,427816,未知,Call,-67222,304.34,Appliances,0,B,Consigner,0.019909828,0.942758101,0.0,0.941262628,94.68,209.65999999999997,0,0,2,0,0,2.214406421396873,2,232.9513195201745,205.40083146067414
2,0,0,35.725,32,158,93359,377493,1,427849,Pickup Error,Call,487628,425.01,Home Improvement and Building Material,-1,B,Receiver,71.54632494,0.997508295,119.260936,0.999193539,241.29,183.72,4,0,10,1,5,0.7614074350051222,2,333.45300000000003,423.8379372197309
2,1,1,118.257,151,329,158804,396618,-1,427571,Damage,Call,856791,709.88,Alcohol,0,C,Consigner,71.83436118,0.976821002,34.35639656,0.989580895,38.27,671.61,1,0,0,0,6,17.549255286765284,2,342.5651168224299,313.47682134570766
2,0,0,22.341,152,141,14084,291903,-1,427852,未知,Internal Software,-49772,114.45,"Apparel, Footwear & Accessories",0,C,Consigner,49.25456659,0.960076084,5.001162789,0.993475816,4.25,110.2,0,2,1,0,0,25.0,2,352.01026666666667,276.13313465783665
5,1,0,75.68,203,271,205296,127398,-1,179954,未知,Call,-69150,773.01,Appliances,0,B,Receiver,1.330400461,0.97860832,3.600366864,0.901575353,470.42,302.59,0,0,2,1,0,0.6432337060362392,2,251.87966139954852,241.8091169977925
2,1,0,264.978,3,43,14084,13943,-1,427857,未知,Call,242021,174.98,Household Goods,-1,C,Consigner,31.54296683,0.961117766,6.44131237,0.962915856,57.59,117.38999999999999,0,0,11,0,4,2.0383747174790106,2,319.19109619686805,275.80718681318683
2,0,0,1217.027,55,319,74406,257056,-1,427862,Suspected Lost,Internal Software,81320,578.32,Appliances,-1,C,Consigner,37.75965907,0.9747635,50.72746884,0.798822358,131.05,447.27000000000004,6,2,2,0,2,3.412972147774668,2,328.3355605381166,359.5141019955654
2,0,1,6.996,0,187,188913,165309,-1,427782,Suspected Lost,Call,247797,123.28,Miscellaneous Goods,0,Staff,Consigner,0.0,0.935039989,0.0,0.913347683,85.11,38.17,6,0,14,0,4,0.44847843961362027,2,231.20324660633486,203.0566087613293
2,1,0,130.891,181,83,196965,55022,-1,427848,Pickup Error,Call,-11766,245.53,Documents & Bills,1,B,Consigner,9.188314076,0.944304036,5.699180813,0.990926184,145.84,99.69,4,0,4,0,0,0.683557323046931,2,256.57645454545457,255.7687414187643
