运单号,线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点发单量,始发网点万单理赔率,始发网点赔付比例,目的网点发单量,目的网点万单理赔率,目的网点赔付比例,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,是否生鲜商品,生鲜妥投组合类别_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
653,2,1,1,209.185,4,187,12749,309354,-1,-85401,未知,Call,3436,341.21,Hardware,0,B,Receiver,311792,1.472834,0.999857,288836,14.19493,0.95573,0,0,9,1,2,0,2,60.02737754693536,71.38613126413931,0.0,,0.1592356687898089,0.1777777777777777,0.0,
654,2,0,0,34.318,244,62,183889,230032,-1,427629,Suspected Lost,Call,924483,104.97,Dried Groceries,-1,B,Consigner,498849,0.0,0.993573,219679,14.25223,0.858574,5,0,5,0,6,0,2,62.08371497907519,26.44942264549353,83.80393880479427,5.206807528215208,0.1346153846153846,0.1111111111111111,0.2442307692307692,0.0
655,2,0,0,2.475,193,66,186033,213998,-1,-77510,Pickup Error,Call,379042,110.15,Household Goods,-1,B,Consigner,1234071,5.945151,0.905445,381683,0.0,0.864573,3,0,11,0,5,0,2,99.9740257904606,5.394290114031302,98.11407964408215,,0.2307692307692307,0.0,1.0,
656,2,0,0,14.568,132,1,186970,217304,-1,427803,未知,Call,12747,301.22,Home Improvement and Building Material,0,B,Consigner,2020878,0.0,0.991767,541856,3.223153,0.952603,0,0,10,0,2,0,2,52.70819341651338,69.89628878079544,0.0,0.0,0.2071428571428571,0.12,0.0,0.0
657,2,0,0,738.394,8,291,185443,404076,-1,71750,未知,Call,668896,776.39,Hardware,0,C,Consigner,6533,11.18901,0.811319,8921,98.52636,0.999971,0,0,9,0,6,0,2,53.4968995680882,67.74750724681486,0.0,399.05036115025285,0.12,0.4782608695652174,0.0,0.0
658,2,0,0,7.821,34,93,41311,63944,-1,427848,未知,Call,-70266,189.12,Miscellaneous Goods,-1,Not Known,Consigner,743444,17.84183,0.955958,521927,2.109161,0.947481,0,0,14,0,0,0,2,21.581383370738404,41.18230514125912,8.03278016799836,0.0,0.1538461538461538,0.0357142857142857,0.0,0.0
659,3,0,0,10.138,3,168,177345,188868,-1,427831,Damage,Vendor Consultation,565454,541.66,Maternity & Baby Products,-1,C,Receiver,229754,22.93063,0.941613,615849,2.93551,0.97762,1,6,13,1,5,0,2,41.966021036266106,122.833580311983,148.44571275964702,185.91481770542975,0.1538461538461538,0.2608695652173913,0.0,0.0
660,2,0,0,1188.491,151,0,73524,267236,1,77485,未知,Vendor Consultation,732552,999.4,Dried Groceries,-1,B,Consigner,46253,0.553863,0.781641,329857,64.62867,0.884743,0,6,5,0,6,0,2,55.000321274151965,75.01688402479252,0.0,1.9176440604492828,0.0828402366863905,0.1507692307692307,0.0,0.5
661,2,0,0,13.478,18,20,1030,444864,-1,427675,未知,Vendor Consultation,-49041,1021.71,Miscellaneous Goods,-1,Not Known,Consigner,271274,0.0,0.999417,490327,19.44019,0.892173,0,6,14,0,0,0,2,100.08069432330922,37.02322078222722,34.99450868258708,0.0,0.0,0.1428571428571428,0.5,0.0
662,2,1,0,176.621,129,88,183889,277907,-1,427850,Damage,Internal Software,168412,2593.19,Beauty & Daily Essentials,-1,Not Known,Receiver,51154,6.64968,0.99936,52189,13.24117,0.990531,1,2,3,1,3,0,2,111.99462456548208,79.74310528281981,83.80393880479427,232.737222239784,0.53125,0.2061855670103092,0.2442307692307692,0.0
663,2,0,0,24.25,13,11,79758,275316,-1,427797,未知,Call,20467,488.94,Dried Groceries,0,C,Staff,139414,53.69842,0.995771,168647,32.19075,0.998818,0,0,5,2,2,0,2,117.72169897217258,31.253102632101324,0.0,0.0,0.2748538011695906,0.0476190476190476,0.0,0.0
664,2,0,0,308.804,0,198,21570,79286,-1,427795,Pickup Error,Vendor Consultation,211429,361.4,Fresh,-1,Not Known,Consigner,66949,146.9293,0.974717,22559,100.8141,0.986522,3,6,7,0,4,1,1,57.22795965470159,27.951849133840675,170.7844270974749,4.773632452774989,0.1678082191780822,0.09375,0.0,0.0
665,2,1,0,0.0,43,243,127081,429955,-1,427761,未知,Vendor Consultation,15859,783.4,Dried Groceries,-1,C,Consigner,2667043,0.0,0.998221,597691,0.641707,0.965678,0,6,5,0,2,0,2,71.58077320943575,61.478185686911466,81.1020263064344,0.7297560150534906,0.075,0.0625,0.0,0.0
666,2,0,0,229.391,102,179,18598,114629,-1,427863,未知,Call,-4837,320.62,Miscellaneous Goods,-1,C,Unknown,292253,35.12975,0.974382,1135373,1.148004,0.984961,0,0,14,3,0,0,2,84.99396693620673,49.485349035609424,0.0,,0.1518987341772152,0.17578125,0.0,
667,2,0,0,66.844,106,29,155682,217285,-1,-33597,Damage,Call,64022,323.65,Hardware,0,Not Known,Consigner,117053,33.93665,0.999987,140046,55.82184,0.999433,1,0,9,0,2,0,2,36.14329446399336,30.86500720980986,0.0,4.739570730602305,0.2692307692307692,0.0,0.0,0.0
668,3,0,0,48.87,132,1,161969,420562,-1,427860,Pickup Error,Call,6465,561.62,Miscellaneous Goods,-1,C,Consigner,22231,40.12295,0.96059,266673,31.87116,0.978375,3,0,14,0,2,0,2,52.70819341651338,69.89628878079544,0.6642823607215285,25.52453400915652,0.2071428571428571,0.12,0.0,0.0
669,2,0,0,220.586,13,199,227346,324546,-1,-30981,未知,Complaint,-17758,100.35,Maternity & Baby Products,-1,B,Consigner,606,22.51586,0.97457,39924,22.1388,0.99144,0,1,13,0,0,0,2,117.72169897217258,65.33437063477945,93.95808297694902,0.0,0.2748538011695906,0.3513513513513513,0.2585987261146497,0.0
670,2,0,0,338.032,268,25,159104,240788,-1,-17287,未知,Internal Software,-12784,1113.68,Hardware,-1,Not Known,Consigner,74412,19.5019,0.998629,265038,13.65169,0.925576,0,2,9,0,0,0,2,96.84596855953218,58.087333342513965,0.0,9.43765082123721,0.1823899371069182,0.14,0.0,0.0
671,2,0,0,11.655,229,222,183889,89886,-1,427821,Damage,Call,424723,564.25,Appliances,1,B,Staff,17591,22.61148,0.984216,331700,7.694912,0.971465,1,0,2,2,5,0,2,75.08980122759718,77.81584876066215,83.80393880479427,0.0,0.1875,0.1598173515981735,0.2442307692307692,0.0
672,2,0,0,24.669,132,272,30445,420839,-1,427862,Suspected Lost,Internal Software,521049,790.01,Electronic Product,0,B,Receiver,65491,27.04776,0.92111,2401,122.167,0.999533,5,2,6,1,5,0,2,52.70819341651338,13.424800452724666,40.80228141620843,0.0,0.2071428571428571,0.0625,0.5,0.0
673,2,0,0,3.627,102,92,112771,275717,-1,427677,Pickup Error,Call,-51640,544.97,Alcohol,0,C,Receiver,107904,0.0,0.93929,566509,0.0,0.98061,3,0,0,1,0,0,2,84.99396693620673,40.2168723640722,0.0,5.139362675763375,0.1518987341772152,0.2222222222222222,0.0,0.0
674,3,1,0,259.01,39,222,175660,355892,-1,427861,未知,Call,-81437,1383.47,Miscellaneous Goods,-1,B,Receiver,30724,37.36948,0.993635,970921,21.88333,0.995239,0,0,14,1,0,0,2,118.98890217190385,77.81584876066215,10.692410687253826,0.0,0.1538461538461538,0.1598173515981735,0.0,0.0
675,2,0,0,220.778,140,319,14084,213803,-1,427820,Suspected Lost,Call,-38898,475.22,Pharmaceuticals,1,B,Consigner,1046760,5.706595,0.994138,481109,3.253473,0.952823,5,0,15,0,0,0,2,162.4044975941189,150.86048986331326,69.64123028029817,0.0,0.2,0.275,0.1481481481481481,0.0
676,2,0,0,20.815,0,152,64307,417260,1,427810,Pickup Error,Internal Software,-79694,468.22,Pharmaceuticals,0,C,Receiver,254483,8.084748,0.971034,444388,4.172549,0.984103,3,2,15,1,0,0,2,57.22795965470159,64.80066655532329,19.086678377087647,444.3606206527555,0.1678082191780822,0.1458333333333333,0.1538461538461538,1.0
677,2,0,0,186.763,128,40,217998,331750,-1,427788,未知,Call,197130,330.36,Dried Groceries,-1,B,Consigner,526710,24.67052,0.980734,24304,43.99219,0.988956,0,0,5,0,4,0,2,109.49184404232932,43.97922503279143,11.330528714671916,20.034266666666667,0.3043478260869565,0.1333333333333333,0.25,0.0
678,2,0,0,320.48,0,108,156557,377099,-1,427791,Pickup Error,Call,1535219,504.88,Alcohol,-1,C,Receiver,76019,13.50352,0.954449,186711,8.322981,0.997352,3,0,0,1,6,0,2,57.22795965470159,84.18931730634625,122.48751697959452,47.99349064279903,0.1678082191780822,0.16,0.2,0.0
679,5,0,0,0.0,18,1,227346,368618,-1,427863,Pickup Error,Call,157327,129.34,Jewelry,-1,C,Consigner,699881,18.9413,0.945402,296145,1.033295,0.921865,3,0,12,0,3,0,2,100.08069432330922,69.89628878079544,93.95808297694902,0.0,0.0,0.12,0.2585987261146497,0.0
680,2,0,0,60.119,27,31,193259,22896,-1,427861,Suspected Lost,Internal Software,-21181,288.32,Home Improvement and Building Material,0,C,Consigner,95933,14.44586,0.968493,521832,1.4448,0.990782,5,2,10,0,0,0,2,94.032370683866,64.94709665704212,1.841670853369698,184.77,0.0983606557377049,0.1379310344827586,0.0,0.0
681,2,0,0,49.544,145,128,27944,258255,-1,427854,Damage,Internal Software,-81420,101.92,Miscellaneous Goods,0,C,Consigner,5689,3.381245,0.981552,84248,44.74237,0.980081,1,2,14,0,0,0,2,69.30729146363558,33.50686422306136,11.58220599040498,299.52,0.1590909090909091,0.1428571428571428,1.0,0.0
682,5,1,0,28.616,240,190,13177,298355,-1,427817,Suspected Lost,Call,45112,129.29,Dried Groceries,1,C,Receiver,244855,3.681228,0.996547,130819,79.16736,0.997656,5,0,5,1,2,0,2,64.25990715391238,47.29286625931772,4.4518783919924605,0.0,0.0,0.1052631578947368,0.0,0.0
683,2,1,0,0.0,226,1,222108,439310,-1,-47862,Pickup Error,Call,895673,804.69,Hardware,-1,C,Unknown,1498607,3.931073,0.996305,785723,8.845257,0.994873,3,0,9,3,6,0,2,26.215935350622463,69.89628878079544,0.0,0.5329240035842865,0.0,0.12,0.0,0.0
684,2,0,0,53.553,127,222,28448,384939,-1,-58653,Damage,Call,-48731,252.37,Jewelry,-1,Not Known,Consigner,45064,38.46054,0.987391,124612,54.29914,0.991667,1,0,12,0,0,0,2,59.84735359218162,77.81584876066215,0.2680585076575505,0.0,0.1397849462365591,0.1598173515981735,1.0,0.0
685,2,0,0,19.448,0,132,183000,229782,-1,427733,Suspected Lost,Call,193008,313.31,Household Goods,-1,C,Consigner,22427,49.80287,0.973309,418825,77.8331,0.996488,5,0,11,0,4,0,2,57.22795965470159,56.88193748364041,9.81951537382848,7.330538267232623,0.1678082191780822,0.1636363636363636,0.0,0.0
686,5,1,0,10.292,198,1,212637,410087,-1,427818,未知,Internal Software,-37416,102.11,Beauty & Daily Essentials,-1,C,Unknown,387286,8.092733,0.987977,719771,0.0,0.974914,0,2,3,3,0,0,2,47.532725738254,69.89628878079544,367.4191677341794,5.900406504065041,0.1111111111111111,0.12,0.3809523809523809,0.0
687,2,0,1,182.072,216,1,189755,51358,-1,427820,Damage,Vendor Consultation,24256,333.0,"Apparel, Footwear & Accessories",-1,B,Receiver,491015,17.1083,0.995493,931538,19.57057,0.913559,1,6,1,1,2,0,2,14.71817851823966,69.89628878079544,11.793400942672449,0.0,0.4285714285714285,0.12,0.0,0.0
688,5,0,0,0.612,7,187,178273,55502,-1,427744,未知,Call,48119,214.88,Household Goods,0,B,Receiver,427464,0.289941,0.932478,621281,2.977253,0.997426,0,0,11,1,2,0,2,41.37467782828752,71.38613126413931,3.4672920276054686,85.88783815717002,0.0597014925373134,0.1777777777777777,0.5,0.0
689,5,0,0,41.432,187,178,206847,249642,-1,427859,未知,Call,658726,469.49,Miscellaneous Goods,0,B,Receiver,614602,4.107715,0.998349,607596,5.923205,0.927697,0,0,14,1,6,0,2,50.57901513935886,75.72709977879157,0.0,9.665886134706197,0.1261261261261261,0.2073170731707317,0.0,0.0
690,2,0,0,194.554,27,178,173828,200781,-1,427856,Suspected Lost,Call,1313809,503.79,Beauty & Daily Essentials,-1,C,Consigner,149925,32.40747,0.999399,252615,37.00365,0.943791,5,0,3,0,6,0,2,94.032370683866,75.72709977879157,80.34986949798083,0.0,0.0983606557377049,0.2073170731707317,0.0,0.0
691,2,1,0,512.542,190,215,189879,42914,-1,427832,Damage,Vendor Consultation,278860,846.13,Furniture,-1,Not Known,Consigner,41335,9.544891,0.998443,534387,4.391333,0.98801,1,6,8,0,5,0,2,73.48402451815683,76.55751163645215,92.78701339329284,19.475273960367137,0.1560693641618497,0.1515151515151515,0.4,0.0
692,2,0,0,0.631,150,178,183889,81395,-1,427857,Pickup Error,Call,209030,991.5,Miscellaneous Goods,-1,B,Consigner,678740,1.342853,0.998147,1336099,0.0,0.939766,3,0,14,0,4,0,2,68.02774724414232,75.72709977879157,83.80393880479427,0.0,0.15,0.2073170731707317,0.2442307692307692,0.0
693,2,0,0,523.943,102,71,209602,300000,-1,422912,未知,Call,233000000,2743.03,Maternity & Baby Products,0,B,Consigner,27693849,9.873433,0.990563,901000000,55.16569,0.981775,0,0,13,0,6,0,2,84.99396693620673,60.78127493377559,92.7919306651536,163.30068855149273,0.1518987341772152,0.5714285714285714,0.5909090909090909,0.5474358974358975
694,2,0,0,254.621,1,178,15877,290168,-1,36519,Pickup Error,Internal Software,-74828,1543.5,Hardware,-1,C,Consigner,392195,12.5895,0.989609,1054687,0.0,0.995386,3,2,9,0,0,0,2,69.06443164317325,75.72709977879157,46.97040480882532,1361.63,0.1802721088435374,0.2073170731707317,0.1827956989247312,0.0
695,2,1,1,435.578,176,88,15441,417330,-1,427712,Damage,Call,57881,163.08,Dried Groceries,0,B,Consigner,715345,57.8047,0.992571,130959,3.441248,0.975469,1,0,5,0,2,0,2,11.134250333055126,79.74310528281981,18.778108340157527,313.4582843675341,0.0,0.2061855670103092,0.7777777777777778,0.5
696,2,1,0,32.719,178,199,52192,119457,-1,427848,Damage,Vendor Consultation,-20205,220.83,Miscellaneous Goods,-1,B,Consigner,66946,26.49328,0.960311,142650,8.265278,0.961342,1,6,14,0,0,0,2,59.71452989301516,65.33437063477945,2.483799619727601,0.0,0.1660079051383399,0.3513513513513513,0.0,0.0
697,2,1,0,11.193,56,13,195046,190415,-1,427858,未知,Internal Software,-60789,412.12,Miscellaneous Goods,0,C,Consigner,1006296,20.23518,0.984507,1024013,31.42021,0.997676,0,2,14,0,0,0,2,56.811578165689504,58.69138621086622,12.221182945955912,152.17248366976295,0.0833333333333333,0.0909090909090909,0.3333333333333333,0.0
698,2,1,1,20.976,25,178,74603,96962,-1,427833,未知,Internal Software,156114,135.98,Miscellaneous Goods,0,B,Receiver,157393,0.0,0.969069,350770,3.510388,0.867576,0,2,14,1,3,0,2,88.8237010925776,75.72709977879157,5.111992134955053,0.0,0.1843137254901961,0.2073170731707317,0.0,0.0
699,2,0,0,444.952,140,146,167810,19326,-1,427846,Damage,Call,427738,121.85,Household Goods,0,B,Consigner,754560,77.26389,0.943949,209937,20.1093,0.985177,1,0,11,0,5,0,2,162.4044975941189,100.44850004559429,3.88238354909878,0.0,0.2,0.1071428571428571,0.0,0.0
700,2,0,0,576.787,0,66,202318,252229,-1,427861,Damage,Internal Software,1095849,1858.58,Jewelry,0,C,Receiver,72779,0.746345,0.938224,205191,5.934374,0.990307,1,2,12,1,6,0,2,57.22795965470159,5.394290114031302,28.40769354015282,0.0,0.1678082191780822,0.0,0.0,0.0
701,2,0,0,124.874,99,4,91022,426721,-1,427858,Pickup Error,Call,663797,472.48,Pharmaceuticals,0,B,Unknown,703388,0.0,0.991658,420805,26.44172,0.971115,3,0,15,3,6,0,2,65.94900544613762,81.2740685764068,0.0,0.0,0.211864406779661,0.2439024390243902,0.0,0.0
702,5,0,0,258.521,100,143,224841,300000,-1,-106697,未知,Call,568000000,2757.43,Fresh,0,B,Consigner,4131,84.57784,0.95731,45441138,48.15275,0.999166,0,0,7,0,6,1,1,57.27817095022288,101.9632107476282,169.77832896859522,163.30068855149273,0.1162790697674418,0.2075471698113207,0.4545454545454545,0.5474358974358975
703,2,0,0,1201.178,2,89,29531,151293,-1,10687,Suspected Lost,Call,107706,348.57,Miscellaneous Goods,0,B,Consigner,459873,5.361363,0.965545,142312,89.89992,0.97663,5,0,14,0,3,0,2,56.04468495785089,66.91243902018225,1.8277460944760189,310.9043640264429,0.0935960591133004,0.1875,0.0,0.0
704,2,1,0,979.603,164,177,202248,15546,-1,-85294,Damage,Internal Software,-80997,681.38,Hardware,0,C,Staff,1331,47.97111,0.999984,44137,3.358009,0.891161,1,2,9,2,0,0,2,59.72498410518864,30.715102919262318,7.831567858605958,0.0,0.1617647058823529,0.25,0.0,0.0
705,2,1,0,0.0,179,211,194432,165040,-1,427534,未知,Call,-66700,472.53,"Apparel, Footwear & Accessories",-1,B,Receiver,904656,2.444983,0.993652,704881,0.107353,0.977128,0,0,1,1,0,0,2,56.8349237193444,74.44213332427378,0.0,0.0,0.1497584541062802,0.2777777777777778,0.0,0.0
706,2,1,0,50.78,25,187,180466,10596,-1,427862,未知,Call,129760,269.5,Dried Groceries,-1,C,Receiver,619605,25.58124,0.998168,225695,5.933829,0.892109,0,0,5,1,3,0,2,88.8237010925776,71.38613126413931,0.0,0.0,0.1843137254901961,0.1777777777777777,0.0,0.0
707,2,1,0,6.093,110,14,199151,340781,-1,427795,未知,Call,-82029,106.08,Dried Groceries,0,B,Consigner,124158,0.0,0.978812,415387,8.225773,0.990101,0,0,5,0,0,0,2,110.78491220508148,62.29691250575112,0.4313760864942881,1.3125954607623984,0.2539682539682539,0.125,1.0,0.0
708,2,0,0,8.653,256,222,227346,174238,-1,-59712,Suspected Lost,Call,125599,593.86,Alcohol,-1,B,Consigner,581751,11.53108,0.998267,619478,14.28347,0.931099,5,0,0,0,3,0,2,63.02678114229304,77.81584876066215,93.95808297694902,0.0,0.125,0.1598173515981735,0.2585987261146497,0.0
709,5,0,0,132.884,118,157,122672,40006,-1,427861,Damage,Call,650546,649.44,Beauty & Daily Essentials,-1,C,Consigner,-1,0.0,0.999483,85332,51.35167,0.979348,1,0,3,0,6,0,2,53.14439242584009,166.21433105480688,159.17531022595645,9.18500345921876,0.0,0.6428571428571429,0.0,0.0
710,2,0,0,452.926,247,55,227346,446463,-1,427790,Suspected Lost,Call,401569,647.98,"Apparel, Footwear & Accessories",0,B,Consigner,340195,107.7409,0.984145,47647,4.771941,0.903179,5,0,1,0,5,0,2,32.91556462230818,119.73828509963953,93.95808297694902,0.0,0.0526315789473684,0.1538461538461538,0.2585987261146497,0.0
711,2,1,1,804.121,151,226,14084,26955,-1,427864,Damage,Call,-20290,1067.54,Maternity & Baby Products,0,C,Consigner,33393,97.59873,0.998732,38693,18.47494,0.993942,1,0,13,0,0,0,2,55.000321274151965,33.376562481963404,69.64123028029817,2.2578885240697937,0.0828402366863905,0.0980392156862745,0.1481481481481481,0.0
712,1,1,0,26.492,289,188,1707,112078,-1,-8406,Pickup Error,Call,1040010,2157.84,Furniture,0,C,Receiver,174604,17.436,0.936484,79776,128.5331,0.975979,3,0,8,1,6,0,2,27.511013989016,81.19796947313277,0.0,12.64194891593944,0.1428571428571428,0.1052631578947368,0.0,0.0
713,2,0,0,19.718,146,134,11460,354350,-1,427838,未知,Internal Software,2648491,358.41,Miscellaneous Goods,-1,B,Consigner,1946659,48.92707,0.886428,218670,38.20303,0.986929,0,2,14,0,6,0,2,75.50373567911244,46.10167247042128,259.54,45.86358768358673,0.3,0.0869565217391304,0.0,0.0
714,2,0,0,0.0,98,106,227346,240597,-1,427863,未知,Internal Software,-65237,101.12,Furniture,0,C,Consigner,448194,0.324704,0.998226,757305,0.0,0.971485,0,2,8,0,0,0,2,53.41855203788262,49.82089121674756,93.95808297694902,257.33396149449715,0.1363636363636363,0.1538461538461538,0.2585987261146497,0.5
715,2,0,0,548.764,15,179,183288,95012,-1,-14852,Damage,Call,31816,393.83,Hardware,-1,B,Consigner,4756,5.869922,0.846223,278781,9.095922,0.9893,1,0,9,0,2,0,2,80.35899212714475,49.485349035609424,73.31698009166644,16.515271006595928,0.0909090909090909,0.17578125,0.0,0.0
716,2,1,0,1114.673,142,0,68559,9405,-1,82970,Pickup Error,Call,46593,2427.94,Fresh,0,B,Receiver,42934,44.87492,0.952132,148314,48.85035,0.963506,3,0,7,1,2,1,1,91.575345523678,75.01688402479252,1.683026607913629,76.79807471922989,0.1756756756756756,0.1507692307692307,0.0,2.0
717,2,0,0,21.775,138,179,15877,103580,-1,427857,未知,Call,564722,542.87,Miscellaneous Goods,0,B,Consigner,30,57.08496,0.998626,63369,7.150368,0.986666,0,0,14,0,5,0,2,10.095874078120213,49.485349035609424,46.97040480882532,0.0,0.0909090909090909,0.17578125,0.1827956989247312,0.0
718,2,0,0,599.226,13,15,163818,29139,-1,427864,Damage,Internal Software,-73815,741.54,Fresh,0,B,Consigner,268079,178.6623,0.998673,83889,78.58709,0.997937,1,2,7,0,0,1,1,117.72169897217258,76.467556088998,0.7543401151054833,115.36259621337275,0.2748538011695906,0.1296296296296296,0.0,0.25
719,2,0,0,0.0,179,178,183889,93038,-1,-115970,Suspected Lost,Call,356847,150.33,Jewelry,0,C,Unknown,210307,28.25647,0.998641,492817,16.24363,0.956551,5,0,12,3,5,0,2,56.8349237193444,75.72709977879157,83.80393880479427,,0.1497584541062802,0.2073170731707317,0.2442307692307692,
720,2,0,0,0.0,153,156,201286,284288,-1,32168,Damage,Vendor Consultation,-58693,976.99,Electronic Product,0,C,Consigner,51559,5.521335,0.998082,529981,11.66862,0.990469,1,6,6,0,0,0,2,15.382016431597313,13.292117589246272,3.774395457697609,105.52,0.0952380952380952,0.0,0.0,0.0
721,5,0,0,750.293,89,133,175922,309017,-1,-21846,未知,Complaint,1414997,378.02,Miscellaneous Goods,-1,Not Known,Consigner,1227794,3.640143,0.999699,887454,2.001872,0.978083,0,1,14,0,6,0,2,56.62852339692903,67.74347839244929,,,0.1,0.1929824561403508,,
722,2,1,0,37.047,190,208,181862,69775,-1,-193732,Pickup Error,Call,-82005,272.68,Furniture,-1,B,Unknown,1010720,1.379191,0.992414,433368,0.0,0.999697,3,0,8,3,0,0,2,73.48402451815683,12.596146867376977,1.5764549031092137,26.65674321787152,0.1560693641618497,0.0,1.0,0.0
723,2,1,0,3.479,98,106,227346,233052,-1,-1619,Damage,Call,377979,745.98,Miscellaneous Goods,-1,B,Consigner,389335,13.7094,0.999959,291973,39.2221,0.975247,1,0,14,0,5,0,2,53.41855203788262,49.82089121674756,93.95808297694902,0.0,0.1363636363636363,0.1538461538461538,0.2585987261146497,0.0
724,2,0,0,35.136,127,137,183889,335740,-1,-33534,Suspected Lost,Call,-51669,511.46,Electronic Product,0,C,Receiver,152652,0.0,0.999839,294499,21.46332,0.995549,5,0,6,1,0,0,2,59.84735359218162,40.54514853954838,83.80393880479427,0.0,0.1397849462365591,0.1012658227848101,0.2442307692307692,0.0
725,2,0,0,61.71,100,187,189265,144524,1,-100112,未知,Internal Software,138274,595.52,Dried Groceries,0,B,Consigner,1504196,13.0442,0.984557,565767,3.031627,0.997734,0,2,5,0,3,0,2,57.27817095022288,71.38613126413931,0.0,0.0,0.1162790697674418,0.1777777777777777,0.0,0.0
